"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"168","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","15  to 21 Days",3
"169","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",2
"170","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Telephone","Same Day",15
"171","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Telephone","8  to 14 Days",1
"172","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",5
"173","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",1
"174","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",119
"175","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","More than 28 Days",25
"176","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Home Visit","Same Day",1
"177","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",163
"178","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",44
"179","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",261
"180","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","15  to 21 Days",73
"181","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","1 Day",5
"182","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","Same Day",662
"183","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","8  to 14 Days",23
"184","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","2 to 7 Days",153
"185","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","15  to 21 Days",7
"186","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Home Visit","Same Day",82
"187","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Unknown","HCP Type Not Provided","Telephone","8  to 14 Days",2
"188","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",15
"189","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","8  to 14 Days",9
"190","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Same Day",3930
"191","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","More than 28 Days",158
"192","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",6
"193","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","8  to 14 Days",995
"194","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","22  to 28 Days",267
"195","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Home Visit","2 to 7 Days",8
"196","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","2 to 7 Days",1921
"197","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","15  to 21 Days",608
"198","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","1 Day",28
"199","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","22  to 28 Days",5
"200","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Home Visit","8  to 14 Days",2
"201","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","06-Nov-17","Attended","HCP Type Not Provided","Telephone","More than 28 Days",1
"202","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Telephone","8  to 14 Days",1
"203","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",2
"204","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Home Visit","2 to 7 Days",1
"205","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",90
"206","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","More than 28 Days",22
"207","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",139
"208","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",191
"209","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","1 Day",66
"210","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","Same Day",520
"211","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","22  to 28 Days",4
"212","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","2 to 7 Days",118
"213","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","15  to 21 Days",2
"214","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","1 Day",67
"215","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Home Visit","Same Day",49
"216","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Home Visit","8  to 14 Days",1
"217","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Home Visit","22  to 28 Days",1
"218","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Home Visit","2 to 7 Days",9
"219","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",1
"220","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Home Visit","1 Day",18
"221","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Telephone","8  to 14 Days",30
"222","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","15  to 21 Days",65
"223","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",26
"224","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Telephone","1 Day",7
"225","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Same Day",2968
"226","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","More than 28 Days",191
"227","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",46
"228","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","8  to 14 Days",1119
"229","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","22  to 28 Days",327
"230","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","1 Day",756
"231","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","15  to 21 Days",558
"232","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","2 to 7 Days",1413
"233","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Telephone","8  to 14 Days",2
"234","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Telephone","15  to 21 Days",1
"235","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Telephone","1 Day",7
"236","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Home Visit","22  to 28 Days",1
"237","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Home Visit","2 to 7 Days",6
"238","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Home Visit","1 Day",4
"239","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Same Day",41
"240","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","8  to 14 Days",7
"241","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Home Visit","Same Day",28
"242","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",8
"243","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","22  to 28 Days",1
"244","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","2 to 7 Days",24
"245","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","15  to 21 Days",2
"246","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Telephone","Same Day",20
"247","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",18
"248","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","07-Nov-17","DNA","HCP Type Not Provided","Telephone","Same Day",9
"249","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Telephone","Same Day",21
"250","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Telephone","22  to 28 Days",2
"251","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",3
"252","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Telephone","1 Day",10
"253","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Home Visit","8  to 14 Days",5
"254","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Home Visit","22  to 28 Days",2
"255","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Home Visit","2 to 7 Days",9
"256","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Home Visit","1 Day",4
"257","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Same Day",32
"258","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","More than 28 Days",2
"259","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","8  to 14 Days",3
"260","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","22  to 28 Days",1
"261","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","2 to 7 Days",28
"262","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",15
"263","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",1
"264","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Telephone","1 Day",1
"265","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Home Visit","Same Day",1
"266","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",1
"267","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",84
"268","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","More than 28 Days",19
"269","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Home Visit","15  to 21 Days",1
"270","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Telephone","Same Day",10
"271","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",130
"272","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",27
"273","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","08-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",178
